Gene	sgRNA	NKselection|beta	NKselection|z	NKselection|p-value	NKselection|fdr	NKselection|wald-p-value	NKselection|wald-fdr
MROH9	6	-0.016236	-0.14024	0.8709	0.99256	0.88847	0.99998
ACPT	6	0.21898	1.8402	0.070056	0.94089	0.065735	0.99998
RASL10A	6	0.068138	0.44554	0.57137	0.99224	0.65593	0.99998
IL13RA2	6	0.055804	0.38266	0.6458	0.99224	0.70197	0.99998
TMEM43	6	0.059524	0.28646	0.62331	0.99224	0.77453	0.99998
KIAA0513	6	0.085409	0.50203	0.47301	0.99224	0.61565	0.99998
GSDMD	6	0.065815	0.2427	0.58584	0.99224	0.80824	0.99998
LCMT1	6	0.074237	0.58303	0.5363	0.99224	0.55987	0.99998
CPSF3	6	0.073383	0.3263	0.541	0.99224	0.7442	0.99998
RMND5A	6	-0.041535	-0.22307	0.7053	0.99224	0.82348	0.99998
RASGEF1B	6	-0.1407	-0.91409	0.22469	0.9833	0.36067	0.99998
GATAD2A	6	-0.13093	-0.72675	0.25709	0.99224	0.46738	0.99998
CA3	6	-0.045324	-0.33705	0.68208	0.99224	0.73608	0.99998
OR4C3	6	0.022579	0.14689	0.85915	0.99256	0.88322	0.99998
TPRN	6	0.063771	0.39021	0.59649	0.99224	0.69638	0.99998
hsa-mir-4431	4	0.15721	1.0938	0.28128	0.99224	0.27405	0.99998
KIAA0825	6	-0.038604	-0.31345	0.72356	0.99256	0.75394	0.99998
RP1L1	6	-0.18203	-0.85392	0.11923	0.95024	0.39315	0.99998
JUNB	6	0.34938	1.926	0.0058533	0.77202	0.054103	0.99998
FBXO40	6	0.012824	0.11965	0.92243	0.99499	0.90476	0.99998
hsa-mir-548w	3	0.20216	0.91189	0.23381	0.98383	0.36183	0.99998
ZNF792	6	0.0019917	0.011221	0.99779	0.99972	0.99105	0.99998
MYL4	6	0.0066584	0.043897	0.96511	0.99767	0.96499	0.99998
FOXI1	6	0.083484	1.1605	0.48311	0.99224	0.24584	0.99998
ZNF519	6	-0.067199	-0.37486	0.55247	0.99224	0.70776	0.99998
hsa-mir-3921	4	-0.08165	-0.65178	0.55782	0.99224	0.51454	0.99998
B3GAT1	6	-0.09262	-0.5727	0.42075	0.99224	0.56685	0.99998
MIS18A	6	0.067447	0.39066	0.57566	0.99224	0.69605	0.99998
hsa-mir-4516	4	-0.10762	-0.59838	0.4485	0.99224	0.54958	0.99998
SOHLH1	6	0.054464	0.42422	0.65424	0.99224	0.6714	0.99998
NonTargetingControlGuideForHuman_0887	1	-0.0031362	-0.021072	0.97991	0.99836	0.98319	0.99998
FBN3	6	0.065984	0.33869	0.58437	0.99224	0.73485	0.99998
TCP10L2	5	-0.12439	-0.8359	0.32479	0.99224	0.40321	0.99998
HCLS1	6	-0.084719	-0.426	0.45707	0.99224	0.6701	0.99998
ACAD10	6	0.044208	0.37851	0.71678	0.99256	0.70505	0.99998
hsa-mir-3937	4	-0.35986	-1.6796	0.019634	0.8622	0.093038	0.99998
DCBLD1	6	0.11964	0.88118	0.31544	0.99224	0.37822	0.99998
ELP5	6	-0.39036	-2.9416	0.0019358	0.6	0.0032653	0.99998
NDUFA6	6	-0.1476	-0.75848	0.20293	0.97562	0.44816	0.99998
CDKN2B	6	-0.053321	-0.27816	0.63345	0.99224	0.78089	0.99998
RANBP1	6	0.004045	0.020473	0.98345	0.99883	0.98367	0.99998
PCSK7	6	0.039878	0.3562	0.74407	0.99256	0.72169	0.99998
RAET1G	6	0.034726	0.48535	0.77808	0.99256	0.62743	0.99998
DOLK	6	-0.16287	-0.94301	0.16233	0.96379	0.34567	0.99998
FBXL22	6	-0.05988	-0.54518	0.59317	0.99224	0.58563	0.99998
NOG	6	-0.16257	-1.4077	0.16334	0.96379	0.15923	0.99998
CCDC170	6	-0.075125	-0.67798	0.50763	0.99224	0.49778	0.99998
PCF11	6	-0.035922	-0.18848	0.74181	0.99256	0.8505	0.99998
EML6	6	0.055676	0.39873	0.64626	0.99224	0.6901	0.99998
ATXN7L1	6	-0.078305	-0.58586	0.48988	0.99224	0.55797	0.99998
GPX8	6	-0.025932	-0.16527	0.80748	0.99256	0.86873	0.99998
hsa-mir-3685	4	-0.031851	-0.15771	0.80882	0.99256	0.87468	0.99998
hsa-mir-6859-1	4	0.25159	0.90136	0.093193	0.95024	0.3674	0.99998
LRRC70	6	0.1151	0.67984	0.33346	0.99224	0.4966	0.99998
ZXDB	6	0.018506	0.18954	0.88418	0.99353	0.84967	0.99998
NSUN7	6	0.11382	0.75196	0.33825	0.99224	0.45207	0.99998
hsa-mir-7847	4	0.3705	1.7639	0.016638	0.84368	0.077744	0.99998
PLGLB2	1	-0.27832	-0.43497	0.34719	0.99224	0.66358	0.99998
EMC1	6	-0.018522	-0.11305	0.85569	0.99256	0.90999	0.99998
NonTargetingControlGuideForHuman_0610	1	0.098161	0.98777	0.73595	0.99256	0.32327	0.99998
HTR3E	6	0.18933	0.86998	0.11384	0.95024	0.38431	0.99998
NonTargetingControlGuideForHuman_0970	1	-0.0099656	-0.072597	0.96179	0.99752	0.94213	0.99998
SPATA2L	6	0.062554	0.24249	0.60492	0.99224	0.8084	0.99998
ARAF	6	0.0039201	0.047048	0.98382	0.99883	0.96247	0.99998
hsa-mir-3151	4	-0.12885	-0.50782	0.36779	0.99224	0.61158	0.99998
RSPO4	6	0.057115	0.2702	0.63801	0.99224	0.78701	0.99998
CAPRIN1	6	-0.085495	-0.61488	0.45315	0.99224	0.53863	0.99998
FAM19A1	6	-0.05349	-0.41716	0.63248	0.99224	0.67656	0.99998
hsa-mir-4291	4	0.22549	0.82264	0.12794	0.95061	0.41072	0.99998
CACNB3	6	-0.1228	-0.65198	0.28714	0.99224	0.51441	0.99998
TLDC2	6	-0.16188	-1.5881	0.16486	0.96379	0.11226	0.99998
LOR	6	0.21979	1.4499	0.069272	0.94089	0.14708	0.99998
hsa-mir-7703	4	-0.1813	-1.259	0.20975	0.97623	0.20804	0.99998
SLC4A2	6	0.035032	0.23427	0.77582	0.99256	0.81478	0.99998
ARHGAP21	6	-0.15529	-1.1298	0.18072	0.9666	0.25856	0.99998
PKP3	6	-0.11367	-1.0798	0.32286	0.99224	0.28023	0.99998
PLCL1	6	0.029381	0.11541	0.81325	0.99256	0.90812	0.99998
KLF17	6	0.083146	0.54787	0.48491	0.99224	0.58378	0.99998
NPY	6	-0.097284	-0.85918	0.3966	0.99224	0.39024	0.99998
MAATS1	6	-0.027711	-0.20808	0.79619	0.99256	0.83516	0.99998
AGFG1	6	0.03918	0.31595	0.74826	0.99256	0.75204	0.99998
NKAIN4	6	0.030769	0.24513	0.80454	0.99256	0.80636	0.99998
RNMTL1	6	0.0032331	0.021872	0.98871	0.99916	0.98255	0.99998
VPS72	6	-0.013922	-0.07201	0.88773	0.99353	0.94259	0.99998
ZNF71	6	0.15651	1.3473	0.19118	0.97253	0.17788	0.99998
RAB27B	6	-0.039473	-0.24109	0.71738	0.99256	0.80948	0.99998
CCDC150	6	-0.058648	-0.34241	0.60041	0.99224	0.73204	0.99998
NDUFA4	6	0.064237	0.57259	0.594	0.99224	0.56692	0.99998
TALDO1	6	0.079124	0.59803	0.50754	0.99224	0.54982	0.99998
LGI2	6	0.19947	1.6914	0.096741	0.95024	0.090762	0.99998
TRAPPC12	6	-0.13353	-0.74788	0.24861	0.99018	0.45453	0.99998
NonTargetingControlGuideForHuman_0612	1	0.022038	0.48707	0.95068	0.99715	0.62621	0.99998
CRAMP1L	6	0.0018266	0.014736	0.99871	0.99972	0.98824	0.99998
NLE1	6	-0.17997	-1.0081	0.12352	0.95061	0.31343	0.99998
NonTargetingControlGuideForHuman_0604	1	-0.42164	-1.5794	0.17887	0.9666	0.11424	0.99998
MYOZ1	6	-0.01938	-0.13247	0.84984	0.99256	0.89461	0.99998
RMI1	6	0.10971	0.82654	0.35724	0.99224	0.4085	0.99998
TMEM219	6	0.061751	0.49588	0.60925	0.99224	0.61998	0.99998
PDZD11	6	-0.082851	-0.50058	0.46707	0.99224	0.61667	0.99998
C12orf52	6	-0.12813	-1.1209	0.2669	0.99224	0.26234	0.99998
NonTargetingControlGuideForHuman_0992	1	0.32559	1.1677	0.27654	0.99224	0.24292	0.99998
IPO7	6	0.078853	0.48172	0.50952	0.99224	0.63	0.99998
OR10C1	6	-0.25446	-1.9805	0.03406	0.87073	0.047647	0.99998
C17orf74	6	0.0053673	0.068168	0.97428	0.99792	0.94565	0.99998
hsa-mir-5700	4	0.064636	0.47504	0.65958	0.99224	0.63476	0.99998
hsa-mir-6862-1	4	0.21943	1.387	0.13716	0.95344	0.16545	0.99998
GOLGA7	6	-0.03145	-0.16433	0.77264	0.99256	0.86947	0.99998
FXYD6	6	-0.0010723	-0.012885	0.98014	0.99836	0.98972	0.99998
MTMR10	6	-0.11741	-0.76134	0.30691	0.99224	0.44645	0.99998
SEMA6A	6	0.095043	0.5592	0.4243	0.99224	0.57603	0.99998
DEFB103B	1	-0.20402	-1.0148	0.48011	0.99224	0.31022	0.99998
hsa-mir-5192	4	0.063816	0.53617	0.66341	0.99224	0.59184	0.99998
HSPA14	6	-0.26747	-1.2888	0.026594	0.87073	0.19748	0.99998
WDHD1	6	0.037189	0.32672	0.76176	0.99256	0.74388	0.99998
ATXN7L2	6	-0.13188	-0.81698	0.25381	0.99082	0.41394	0.99998
GLCE	6	-0.011632	-0.11485	0.90418	0.99432	0.90856	0.99998
FAM166B	6	-0.056626	-0.53367	0.6128	0.99224	0.59357	0.99998
CCDC28A	6	-0.038239	-0.33124	0.72623	0.99256	0.74047	0.99998
ELSPBP1	6	0.039942	0.28469	0.74379	0.99256	0.77588	0.99998
hsa-mir-3144	4	0.048038	0.59483	0.75033	0.99256	0.55196	0.99998
hsa-mir-130a	4	0.040964	0.23763	0.78776	0.99256	0.81217	0.99998
GTF2H5	6	0.06261	0.56678	0.60437	0.99224	0.57086	0.99998
CMTM8	6	0.1712	1.1435	0.15103	0.96379	0.25282	0.99998
hsa-mir-4641	4	0.081682	0.3816	0.57303	0.99224	0.70276	0.99998
TAS2R39	6	0.19674	1.1526	0.10126	0.95024	0.24906	0.99998
ATE1	6	-0.012962	-0.12998	0.89565	0.99432	0.89658	0.99998
IGHMBP2	6	0.024824	0.13799	0.84528	0.99256	0.89024	0.99998
EFCAB1	6	0.1259	0.81326	0.29175	0.99224	0.41607	0.99998
hsa-mir-4310	4	0.28036	1.5585	0.06282	0.94089	0.1191	0.99998
LEPR	6	-0.068342	-0.48517	0.54496	0.99224	0.62755	0.99998
DOM3Z	4	0.13425	0.85669	0.35733	0.99224	0.39162	0.99998
KAT6A	6	0.10902	0.87105	0.36083	0.99224	0.38373	0.99998
ANO8	6	0.1129	0.6484	0.34304	0.99224	0.51673	0.99998
FGF18	6	0.10438	0.48328	0.38194	0.99224	0.6289	0.99998
PKD1L3	6	-0.12807	-1.148	0.26713	0.99224	0.25097	0.99998
FGF13	6	0.0035383	0.012324	0.98668	0.99888	0.99017	0.99998
NonTargetingControlGuideForHuman_0799	1	-0.024178	-0.13672	0.92133	0.99499	0.89125	0.99998
TRIM58	6	-0.19419	-0.97975	0.098677	0.95024	0.32721	0.99998
PCDHB15	6	-0.3347	-2.1036	0.006683	0.77202	0.035414	0.99998
HIST1H1C	6	-0.002342	-0.016823	0.97115	0.99787	0.98658	0.99998
CCNB3	6	0.12464	1.3019	0.29626	0.99224	0.19295	0.99998
GORASP1	6	-0.11265	-0.56748	0.32687	0.99224	0.57039	0.99998
NonTargetingControlGuideForHuman_0128	1	0.16009	0.85705	0.58123	0.99224	0.39142	0.99998
ZNF776	6	0.24399	1.4137	0.044799	0.89344	0.15745	0.99998
TMEM236	6	0.0057272	0.058064	0.97207	0.99787	0.9537	0.99998
hsa-mir-6729	4	-0.22231	-0.92711	0.1297	0.95061	0.35387	0.99998
PPP1R12B	6	0.17408	0.85837	0.14463	0.96028	0.39069	0.99998
HTR3D	6	0.051232	0.41767	0.67387	0.99224	0.67619	0.99998
PPFIBP1	6	0.024418	0.14013	0.84758	0.99256	0.88856	0.99998
AHNAK	6	-0.018412	-0.09371	0.85652	0.99256	0.92534	0.99998
ABCC2	6	0.04574	0.238	0.70678	0.99224	0.81188	0.99998
KDELR3	6	-0.1209	-1.494	0.29396	0.99224	0.13517	0.99998
hsa-mir-4436b-2	4	-0.29942	-1.0622	0.047288	0.90716	0.28817	0.99998
GRIK5	6	0.058284	0.48285	0.63069	0.99224	0.6292	0.99998
KRTAP9-6	6	0.16451	1.1523	0.16859	0.96379	0.24918	0.99998
AMIGO3	6	-0.13816	-1.3364	0.23312	0.9833	0.18143	0.99998
hsa-mir-6751	4	0.16246	1.0405	0.26732	0.99224	0.29811	0.99998
HNRNPH2	6	-0.038765	-0.39907	0.72254	0.99256	0.68984	0.99998
TCP10	6	0.08771	0.50876	0.46149	0.99224	0.61092	0.99998
NonTargetingControlGuideForHuman_0481	1	0.33231	1.1826	0.26824	0.99224	0.23697	0.99998
NonTargetingControlGuideForHuman_0039	1	0.1199	0.9069	0.67825	0.99224	0.36446	0.99998
GPR161	6	0.080021	0.5992	0.5027	0.99224	0.54904	0.99998
TM4SF18	6	0.010641	0.10756	0.9381	0.99638	0.91434	0.99998
TFCP2	6	0.16375	1.4138	0.17076	0.96379	0.15741	0.99998
MYOF	6	0.18178	1.218	0.12767	0.95061	0.22322	0.99998
HIST1H2BD	6	0.085254	0.61361	0.47394	0.99224	0.53947	0.99998
DHX38	6	0.2525	1.0756	0.0383	0.87073	0.28209	0.99998
SUMO2	6	-0.20433	-1.5658	0.084021	0.94393	0.11738	0.99998
POU3F4	6	-0.023392	-0.17773	0.82514	0.99256	0.85894	0.99998
TPH2	6	0.21148	1.7092	0.078997	0.94089	0.087423	0.99998
SGTA	6	0.0245	0.20109	0.84735	0.99256	0.84063	0.99998
NonTargetingControlGuideForHuman_0120	1	0.1582	0.48003	0.58506	0.99224	0.63121	0.99998
PATE1	6	0.050346	0.38678	0.67968	0.99224	0.69892	0.99998
NonTargetingControlGuideForHuman_0140	1	0.13387	0.45377	0.64253	0.99224	0.65	0.99998
ZC3HC1	6	-0.0042748	-0.037787	0.95686	0.99736	0.96986	0.99998
PAWR	6	0.12043	1.1189	0.31193	0.99224	0.26317	0.99998
TMTC1	6	-0.009083	-0.077566	0.92068	0.99499	0.93817	0.99998
HNRNPUL2	6	-0.070159	-0.50088	0.53358	0.99224	0.61646	0.99998
FAM205A	6	0.11522	1.2369	0.33309	0.99224	0.21612	0.99998
DHX16	6	-0.023082	-0.12191	0.82698	0.99256	0.90297	0.99998
TMEM8C	6	-0.012289	-0.071206	0.90045	0.99432	0.94323	0.99998
NonTargetingControlGuideForHuman_0466	1	0.066897	0.45693	0.82219	0.99256	0.64772	0.99998
ZNF644	6	0.1113	1.0291	0.35014	0.99224	0.30343	0.99998
hsa-mir-30d	4	-0.039779	-0.1385	0.7672	0.99256	0.88985	0.99998
ABCC5	6	0.32408	1.5195	0.010047	0.81734	0.12865	0.99998
MFSD5	6	-0.1416	-1.3351	0.22169	0.98147	0.18184	0.99998
PPIAL4E	4	-0.10354	-0.55355	0.46569	0.99224	0.57989	0.99998
NBPF8	4	0.016428	0.077507	0.92335	0.99499	0.93822	0.99998
ZNF14	6	-0.15838	-1.2764	0.1726	0.96521	0.2018	0.99998
RPS18	6	0.11736	0.55602	0.32419	0.99224	0.57819	0.99998
XKR4	6	-0.009583	-0.071301	0.91732	0.99455	0.94316	0.99998
MFSD8	6	-0.0058579	-0.054617	0.94478	0.99715	0.95644	0.99998
MUC7	6	0.0095347	0.064997	0.94571	0.99715	0.94818	0.99998
ELK3	6	0.022923	0.18303	0.85698	0.99256	0.85477	0.99998
NOVA1	6	-0.1029	-0.84993	0.36899	0.99224	0.39536	0.99998
CTSL2	4	0.15385	1.2662	0.29202	0.99224	0.20546	0.99998
ZC3H12B	6	-0.053545	-0.19664	0.63221	0.99224	0.84411	0.99998
LOC100129361	6	0.0083128	0.05929	0.95414	0.99736	0.95272	0.99998
FBXO17	6	0.19146	1.0354	0.11006	0.95024	0.30049	0.99998
RNF187	6	-0.030771	-0.20483	0.77684	0.99256	0.8377	0.99998
ALOX5	6	-0.048552	-0.30221	0.66355	0.99224	0.76249	0.99998
RAD23A	6	-0.075005	-0.36741	0.50804	0.99224	0.71331	0.99998
S100A5	6	-0.029161	-0.25711	0.78674	0.99256	0.79709	0.99998
CYP8B1	6	-0.29722	-1.9702	0.013827	0.83102	0.048812	0.99998
hsa-mir-5692a-1	4	-0.091261	-0.99116	0.51795	0.99224	0.32161	0.99998
hsa-mir-3197	4	0.3841	1.0169	0.013827	0.83102	0.30922	0.99998
SHROOM4	6	-0.0018513	-0.015439	0.97474	0.99792	0.98768	0.99998
OR8K1	6	-0.12742	-1.6523	0.26958	0.99224	0.098464	0.99998
CEP290	6	-0.010242	-0.069409	0.9128	0.99438	0.94466	0.99998
SULF2	6	0.02573	0.25621	0.83919	0.99256	0.79779	0.99998
FOXK2	6	-0.016573	-0.11345	0.8686	0.99256	0.90968	0.99998
hsa-mir-124-2	4	0.2017	1.3782	0.17071	0.96379	0.16814	0.99998
RASL12	6	0.34462	1.9451	0.0064064	0.77202	0.051766	0.99998
FGD5	6	0.12509	0.95656	0.29493	0.99224	0.33879	0.99998
hsa-mir-3130-1	4	-0.028164	-0.38817	0.82689	0.99256	0.69789	0.99998
THOC1	5	-0.097955	-0.99771	0.43494	0.99224	0.31842	0.99998
HSPE1	6	-0.22849	-1.3216	0.054524	0.93076	0.1863	0.99998
LPAR5	6	-0.093963	-0.8375	0.41402	0.99224	0.40231	0.99998
TFPI2	6	-0.00056848	-0.0047659	0.98405	0.99883	0.9962	0.99998
DUS2L	3	-0.2345	-1.9417	0.16449	0.96379	0.052174	0.99998
IQCJ-SCHIP1	2	-0.0036843	-0.018231	0.97193	0.99787	0.98545	0.99998
C19orf18	6	0.091388	0.75286	0.4425	0.99224	0.45153	0.99998
SNRPC	4	0.10272	0.31676	0.47776	0.99224	0.75143	0.99998
CECR6	6	-0.0442	-0.3856	0.68894	0.99224	0.69979	0.99998
AMPH	6	-0.10285	-0.79037	0.36927	0.99224	0.42931	0.99998
CRH	6	-0.072051	-0.5591	0.52353	0.99224	0.57609	0.99998
PIK3C2B	6	0.13744	0.77551	0.2487	0.99018	0.43804	0.99998
UBC	6	-0.12393	-1.2851	0.28216	0.99224	0.19877	0.99998
EVPLL	6	0.061683	0.41771	0.60972	0.99224	0.67616	0.99998
ZNF281	6	-0.18043	-1.1754	0.12251	0.95061	0.23984	0.99998
SFXN3	6	-0.099426	-0.8514	0.38614	0.99224	0.39455	0.99998
ZNF576	6	0.22336	1.7147	0.065539	0.94089	0.086397	0.99998
ZNF789	6	0.097413	0.85719	0.41351	0.99224	0.39134	0.99998
hsa-mir-5683	4	-0.058345	-0.38166	0.67157	0.99224	0.70271	0.99998
HAPLN1	6	0.24563	1.0265	0.043324	0.88263	0.30464	0.99998
RHOBTB3	6	0.21247	1.3406	0.077937	0.94089	0.18005	0.99998
hsa-mir-3672	1	0.41772	0.70792	0.18021	0.9666	0.47899	0.99998
NPTX1	6	-0.094029	-0.41782	0.4137	0.99224	0.67608	0.99998
TMEM130	6	-0.027731	-0.097965	0.79605	0.99256	0.92196	0.99998
TFEB	6	0.0063903	0.053589	0.96746	0.99772	0.95726	0.99998
LRIT1	6	-0.032737	-0.23654	0.7631	0.99256	0.81301	0.99998
OR13D1	6	0.09891	0.77567	0.40725	0.99224	0.43795	0.99998
hsa-mir-599	4	-0.071366	-0.43308	0.60409	0.99224	0.66495	0.99998
GPAT2	6	-0.19244	-1.3899	0.10158	0.95024	0.16456	0.99998
SP1	6	0.2584	1.8203	0.034567	0.87073	0.068713	0.99998
hsa-mir-432	4	0.051894	0.72243	0.7277	0.99256	0.47003	0.99998
FAM19A4	6	0.043338	0.22835	0.72171	0.99256	0.81937	0.99998
hsa-mir-3650	4	0.28251	1.5287	0.060746	0.94089	0.12633	0.99998
MYH13	6	-0.0043768	-0.028709	0.95589	0.99736	0.9771	0.99998
hsa-mir-130b	4	0.30413	0.85101	0.0436	0.88329	0.39476	0.99998
UROS	6	0.12754	0.95621	0.28571	0.99224	0.33896	0.99998
hsa-mir-624	4	-0.18565	-0.93256	0.19878	0.97381	0.35105	0.99998
CD14	6	-0.050133	-0.40021	0.65226	0.99224	0.689	0.99998
SLC2A3	6	0.091079	0.86357	0.44389	0.99224	0.38783	0.99998
NonTargetingControlGuideForHuman_0577	1	-0.085318	-0.26372	0.74757	0.99256	0.79199	0.99998
RAP2A	6	-0.080553	-0.75904	0.47785	0.99224	0.44783	0.99998
HAS3	6	-0.14168	-0.89677	0.22146	0.98147	0.36984	0.99998
MFN2	6	-0.10688	-0.49636	0.35258	0.99224	0.61964	0.99998
GNAT3	6	-0.042342	-0.20219	0.69945	0.99224	0.83977	0.99998
ZC2HC1C	6	0.018655	0.18562	0.88349	0.99353	0.85274	0.99998
CMA1	6	-0.031888	-0.1773	0.76872	0.99256	0.85928	0.99998
DVL3	6	0.065735	0.42598	0.58644	0.99224	0.67013	0.99998
NPY4R	6	0.015467	0.087859	0.9046	0.99432	0.92999	0.99998
TMEM196	6	-0.15371	-1.0701	0.18459	0.96828	0.28457	0.99998
PSMB2	6	0.11548	0.62096	0.33161	0.99224	0.53462	0.99998
KRTAP9-8	6	-0.043243	-0.15177	0.6947	0.99224	0.87937	0.99998
DNAJC10	6	-0.061369	-0.61999	0.58469	0.99224	0.53526	0.99998
NonTargetingControlGuideForHuman_0424	1	-0.3797	-1.4762	0.21584	0.98147	0.13989	0.99998
PTGES3L-AARSD1	2	-0.12216	-0.33648	0.53842	0.99224	0.73651	0.99998
GALNT16	6	-0.10836	-0.92693	0.34558	0.99224	0.35396	0.99998
CEP78	6	-0.042015	-0.31291	0.70222	0.99224	0.75435	0.99998
FZD8	6	0.048622	0.4115	0.68986	0.99224	0.6807	0.99998
GGNBP2	6	-0.25315	-2.0611	0.034659	0.87073	0.039292	0.99998
CKAP5	6	-0.12381	-1.3915	0.28294	0.99224	0.16408	0.99998
hsa-mir-370	4	-0.1296	-0.87439	0.3653	0.99224	0.38191	0.99998
NUDCD2	6	-0.14502	-0.86592	0.21049	0.97628	0.38654	0.99998
TGFBR2	6	0.046792	0.3519	0.70056	0.99224	0.72491	0.99998
SLC16A12	6	0.043372	0.30152	0.72153	0.99256	0.76301	0.99998
KHDRBS1	6	-0.022054	-0.14306	0.83316	0.99256	0.88625	0.99998
NECAB2	6	-0.30548	-1.8829	0.011891	0.81734	0.059708	0.99998
PIK3R5	6	-0.12581	-0.72186	0.27543	0.99224	0.47038	0.99998
DNTTIP1	6	0.19002	0.79705	0.1125	0.95024	0.42542	0.99998
PAX5	6	0.086694	0.58873	0.46665	0.99224	0.55604	0.99998
SSX4	4	-0.12052	-0.85192	0.39946	0.99224	0.39426	0.99998
CST4	5	0.087768	0.552	0.50182	0.99224	0.58095	0.99998
ANKRD16	6	-0.14755	-1.9895	0.20312	0.97562	0.046643	0.99998
KLF7	6	-0.26106	-1.9772	0.03005	0.87073	0.048016	0.99998
GZF1	6	-0.086028	-0.41951	0.4508	0.99224	0.67484	0.99998
hsa-mir-5706	4	-0.30741	-1.8236	0.043047	0.88263	0.068218	0.99998
ZNF547	6	-0.030024	-0.15343	0.78195	0.99256	0.87806	0.99998
CCDC8	6	-0.12255	-1.2194	0.2882	0.99224	0.2227	0.99998
CPNE9	6	0.052266	0.37756	0.66691	0.99224	0.70576	0.99998
UFL1	6	-0.063458	-0.61707	0.57344	0.99224	0.53719	0.99998
ADORA2A	6	0.28331	1.7657	0.021616	0.86304	0.077453	0.99998
OR14A16	6	-0.040457	-0.19904	0.71125	0.99224	0.84223	0.99998
OR13A1	6	0.10034	0.89475	0.40088	0.99224	0.37092	0.99998
RUNDC3A	6	0.037635	0.30322	0.75858	0.99256	0.76172	0.99998
CATSPERD	6	0.12542	0.47762	0.29354	0.99224	0.63292	0.99998
CDH20	6	0.07635	0.70156	0.52422	0.99224	0.48296	0.99998
KRTAP5-3	6	-0.020018	-0.18359	0.84606	0.99256	0.85434	0.99998
NonTargetingControlGuideForHuman_0916	1	-0.43283	-1.9523	0.17058	0.96379	0.050898	0.99998
NonTargetingControlGuideForHuman_0040	1	0.18674	0.60414	0.51915	0.99224	0.54575	0.99998
EFCAB2	6	-0.086927	-0.55963	0.44656	0.99224	0.57573	0.99998
PBX3	6	-0.06952	-0.60982	0.53842	0.99224	0.54198	0.99998
SCIN	6	-0.0061705	-0.072142	0.94216	0.99703	0.94249	0.99998
CLSTN1	6	-0.17063	-1.2536	0.14352	0.95935	0.20999	0.99998
PILRB	6	0.098932	0.58101	0.4072	0.99224	0.56124	0.99998
GHRH	6	0.094961	0.72169	0.42462	0.99224	0.47049	0.99998
THEM5	6	0.051596	0.34493	0.67129	0.99224	0.73015	0.99998
SCO1	6	0.11097	0.88357	0.35129	0.99224	0.37693	0.99998
HSPA1A	6	0.15827	0.81781	0.18569	0.96828	0.41347	0.99998
hsa-mir-6888	4	0.033734	0.18516	0.82712	0.99256	0.8531	0.99998
EBLN2	6	0.11613	1.3059	0.32912	0.99224	0.19159	0.99998
DOCK8	6	0.15529	0.84558	0.19468	0.97377	0.39779	0.99998
RPRD2	6	0.10068	0.85391	0.39904	0.99224	0.39315	0.99998
DUXA	6	-0.22047	-1.3983	0.064018	0.94089	0.16203	0.99998
FAM110C	6	-0.041472	-0.3722	0.70549	0.99224	0.70975	0.99998
SLCO4A1	6	-0.084792	-0.48183	0.45661	0.99224	0.62993	0.99998
CARD16	6	0.011399	0.12689	0.9328	0.99587	0.89903	0.99998
ZDHHC15	6	0.20449	1.3005	0.089275	0.94673	0.19343	0.99998
FAM177A1	6	0.00061903	0.0071292	0.99295	0.99972	0.99431	0.99998
GADD45G	6	-0.037733	-0.36362	0.72932	0.99256	0.71614	0.99998
DHPS	6	-0.033486	-0.33045	0.7584	0.99256	0.74106	0.99998
hsa-mir-3156-3	3	0.15963	0.84808	0.34544	0.99224	0.39639	0.99998
SPACA4	6	0.1133	0.88612	0.34111	0.99224	0.37556	0.99998
MOB1B	6	0.01824	0.15501	0.88561	0.99353	0.87681	0.99998
MAN1C1	6	0.0012711	0.0089947	0.99802	0.99972	0.99282	0.99998
ALPK1	6	0.18313	1.0486	0.12509	0.95061	0.29436	0.99998
TBL3	6	-0.14681	-0.86824	0.20468	0.97562	0.38526	0.99998
ZC3H13	6	-0.070205	-0.486	0.53348	0.99224	0.62697	0.99998
ST3GAL5	6	-0.17944	-1.0144	0.12453	0.95061	0.31037	0.99998
DISC1	4	-0.12759	-1.2919	0.37323	0.99224	0.1964	0.99998
FAM169A	6	-0.011993	-0.10874	0.90234	0.99432	0.91341	0.99998
POLD2	6	-0.10256	-0.71128	0.37056	0.99224	0.47691	0.99998
C10orf25	6	0.042626	0.35544	0.72623	0.99256	0.72226	0.99998
EXOSC6	6	0.02426	0.13437	0.84841	0.99256	0.89311	0.99998
HLA-DMB	6	0.082769	0.66975	0.48684	0.99224	0.50301	0.99998
UBE2I	6	-0.080285	-0.48843	0.47924	0.99224	0.62524	0.99998
hsa-mir-4466	4	-0.21927	-0.94665	0.13467	0.95212	0.34382	0.99998
GCFC2	6	-0.0021655	-0.022628	0.97258	0.99787	0.98195	0.99998
FAM194B	6	0.18492	1.2446	0.12149	0.95061	0.21328	0.99998
PPCS	6	-0.12573	-0.73606	0.27575	0.99224	0.46169	0.99998
CTU1	6	0.15123	1.1136	0.20579	0.97589	0.26543	0.99998
GADL1	6	0.049671	0.44723	0.68401	0.99224	0.65471	0.99998
SSUH2	6	0.28796	1.5794	0.01945	0.86004	0.11423	0.99998
XYLB	6	0.098317	0.39086	0.40978	0.99224	0.6959	0.99998
